r1_id,r1_name,r1_phone,r1_cuisine,r2_id,r2_name,r2_phone,r2_cuisine,a1_value,a2_value,c1_value,c2_value
63,tavern on the green,212/873 -3200,american,787,gramercy tavern,212-477-0777,` american ( new ) ',in central park at 67th st,42 e 20th st,` new york ',` new york city '
30,chanterelle,212/966 -6960,american,781,chanterelle,212-966-6960,` french ( new ) ',2 harrison st near hudson st,2 harrison st,` new york ',` new york city '
352,stage deli,212/245 -7850,delicatessen,780,carnegie deli,212-757-2245,delis,834 7th ave between 53rd and 54th sts,854 seventh ave,` new york ',` new york city '
29,carnegie deli,212/757 -2245,delicatessen,780,carnegie deli,212-757-2245,delis,854 7th ave between 54th and 55th sts,854 seventh ave,` new york ',` new york city '
58,second avenue deli,212/677 -0606,delicatessen,780,carnegie deli,212-757-2245,delis,156 2nd ave at 10th st,854 seventh ave,` new york ',` new york city '
341,sammy roumanian steak house,212/673 -0330,` east european ',601,afghan kebab house,212-307-1612,afghan,157 chrystie st at delancey st,764 ninth ave,` new york ',` new york city '
332,post house,212/935 -2888,american,601,afghan kebab house,212-307-1612,afghan,28 e 63rd st,764 ninth ave,` new york ',` new york city '
313,new york kom tang soot bul house,' 212 / 947-8482 ',asian,601,afghan kebab house,212-307-1612,afghan,32 w 32nd st,764 ninth ave,` new york ',` new york city '
606,cucina della fontana,212-242-0636,italian,607,cucina di pesce,212-260-6800,seafood,368 bleecker st,87 e fourth st,` new york city ',` new york city '
268,il cortile,212/226 -6060,italian,614,il mulino,212-673-3783,italian,125 mulberry st between canal and hester sts,86 w third st,` new york ',` new york city '
113,il nido,212/753 -8450,italian,614,il mulino,212-673-3783,italian,251 e 53rd st,86 w third st,` new york ',` new york city '
372,vince & eddie,212/721 -0068,american,618,kelley & ping,212-228-1212,pan-asian,70 w 68th st,127 greene st,` new york ',` new york city '
351,spring street natural restaurant & bar,212/966 -0290,american,618,kelley & ping,212-228-1212,pan-asian,62 spring st at lafayette st,127 greene st,` new york ',` new york city '
326,pen & pencil,212/682 -8660,american,618,kelley & ping,212-228-1212,pan-asian,205 e 45th st,127 greene st,` new york ',` new york city '
228,dean & deluca,212/254 -8776,` coffee bar ',618,kelley & ping,212-228-1212,pan-asian,121 prince st,127 greene st,` new york ',` new york city '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,618,kelley & ping,212-228-1212,pan-asian,45 mercer st between broome and grand sts,127 greene st,` new york ',` new york city '
35,gotham bar & grill,212/620 -4020,american,618,kelley & ping,212-228-1212,pan-asian,12 e 12th st,127 greene st,` new york ',` new york city '
282,la reserve,212/247 -2993,french,621,la caridad,212-874-2780,cuban,4 w 49th st,2199 broadway,` new york ',` new york city '
217,casa la femme,212/505 -0005,` middle eastern ',621,la caridad,212-874-2780,cuban,150 wooster st between houston and prince sts,2199 broadway,` new york ',` new york city '
203,la fortuna,212/724 -5846,` coffee bar ',621,la caridad,212-874-2780,cuban,69 w 71st st,2199 broadway,` new york ',` new york city '
39,la caravelle,212/586 -4252,french,621,la caridad,212-874-2780,cuban,33 w 55th st,2199 broadway,` new york ',` new york city '
40,la cote basque,212/688 -6525,french,621,la caridad,212-874-2780,cuban,60 w 55th st between 5th and 6th ave,2199 broadway,` new york ',` new york city '
282,la reserve,212/247 -2993,french,622,la grenouille,212-752-1495,` french ( classic ) ',4 w 49th st,3 e 52nd st,` new york ',` new york city '
217,casa la femme,212/505 -0005,` middle eastern ',622,la grenouille,212-752-1495,` french ( classic ) ',150 wooster st between houston and prince sts,3 e 52nd st,` new york ',` new york city '
203,la fortuna,212/724 -5846,` coffee bar ',622,la grenouille,212-752-1495,` french ( classic ) ',69 w 71st st,3 e 52nd st,` new york ',` new york city '
39,la caravelle,212/586 -4252,french,622,la grenouille,212-752-1495,` french ( classic ) ',33 w 55th st,3 e 52nd st,` new york ',` new york city '
40,la cote basque,212/688 -6525,french,622,la grenouille,212-752-1495,` french ( classic ) ',60 w 55th st between 5th and 6th ave,3 e 52nd st,` new york ',` new york city '
621,la caridad,212-874-2780,cuban,622,la grenouille,212-752-1495,` french ( classic ) ',2199 broadway,3 e 52nd st,` new york city ',` new york city '
351,spring street natural restaurant & bar,212/966 -0290,american,632,oyster bar,212-490-6650,seafood,62 spring st at lafayette st,lower level,` new york ',` new york city '
347,seventh regiment mess and bar,212/744 -4107,american,632,oyster bar,212-490-6650,seafood,643 park ave at 66th st,lower level,` new york ',` new york city '
309,monkey bar,212/838 -2600,american,632,oyster bar,212-490-6650,seafood,60 e 54th st,lower level,` new york ',` new york city '
308,milan and coffee bar,212/807 -1801,` coffee bar ',632,oyster bar,212-490-6650,seafood,120 w 23rd st,lower level,` new york ',` new york city '
253,frico bar,212/564 -7272,italian,632,oyster bar,212-490-6650,seafood,402 w 43rd st off 9th ave,lower level,` new york ',` new york city '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,632,oyster bar,212-490-6650,seafood,45 mercer st between broome and grand sts,lower level,` new york ',` new york city '
188,bar anise,212/355 -1112,mediterranean,632,oyster bar,212-490-6650,seafood,1022 3rd ave between 60th and 61st sts,lower level,` new york ',` new york city '
35,gotham bar & grill,212/620 -4020,american,632,oyster bar,212-490-6650,seafood,12 e 12th st,lower level,` new york ',` new york city '
633,palm,212-687-2953,steakhouses,634,palm too,212-697-5198,steakhouses,837 second ave,840 second ave,` new york city ',` new york city '
274,jewel of india,212/869 -5544,asian,637,rose of india,212-533-5011,indian,15 w 44th st,308 e sixth st,` new york ',` new york city '
61,sign of the dove,212/861 -8080,american,637,rose of india,212-533-5011,indian,1110 3rd ave at 65th st,308 e sixth st,` new york ',` new york city '
625,marnie noodle shop,212-741-3214,asian,638,sam noodle shop,212-213-2288,chinese,466 hudson st,411 third ave,` new york city ',` new york city '
344,sarabeth kitchen,212/496 -6280,american,639,sarabeth,212-410-7335,american,423 amsterdam ave between 80th and 81st sts,1295 madison ave,` new york ',` new york city '
341,sammy roumanian steak house,212/673 -0330,` east european ',640,sparks steak house,212-687-4855,steakhouses,157 chrystie st at delancey st,210 e 46th st,` new york ',` new york city '
332,post house,212/935 -2888,american,640,sparks steak house,212-687-4855,steakhouses,28 e 63rd st,210 e 46th st,` new york ',` new york city '
313,new york kom tang soot bul house,' 212 / 947-8482 ',asian,640,sparks steak house,212-687-4855,steakhouses,32 w 32nd st,210 e 46th st,` new york ',` new york city '
601,afghan kebab house,212-307-1612,afghan,640,sparks steak house,212-687-4855,steakhouses,764 ninth ave,210 e 46th st,` new york city ',` new york city '
367,turkish kitchen,212/679 -1810,` middle eastern ',645,szechuan kitchen,212-249-4615,chinese,386 3rd ave between 27th and 28th sts,1460 first ave,` new york ',` new york city '
344,sarabeth kitchen,212/496 -6280,american,645,szechuan kitchen,212-249-4615,chinese,423 amsterdam ave between 80th and 81st sts,1460 first ave,` new york ',` new york city '
644,szechuan hunan cottage,212-535-5223,chinese,645,szechuan kitchen,212-249-4615,chinese,1588 york ave,1460 first ave,` new york city ',` new york city '
341,sammy roumanian steak house,212/673 -0330,` east european ',647,thai house,212-334-1085,thai,157 chrystie st at delancey st,151 hudson st,` new york ',` new york city '
332,post house,212/935 -2888,american,647,thai house,212-334-1085,thai,28 e 63rd st,151 hudson st,` new york ',` new york city '
313,new york kom tang soot bul house,' 212 / 947-8482 ',asian,647,thai house,212-334-1085,thai,32 w 32nd st,151 hudson st,` new york ',` new york city '
601,afghan kebab house,212-307-1612,afghan,647,thai house,212-334-1085,thai,764 ninth ave,151 hudson st,` new york city ',` new york city '
640,sparks steak house,212-687-4855,steakhouses,647,thai house,212-334-1085,thai,210 e 46th st,151 hudson st,` new york city ',` new york city '
351,spring street natural restaurant & bar,212/966 -0290,american,648,thailand restaurant,212-349-3132,thai,62 spring st at lafayette st,106 bayard st,` new york ',` new york city '
283,lanza restaurant,212/674 -7014,italian,648,thailand restaurant,212-349-3132,thai,168 1st ave between 10th and 11th sts,106 bayard st,` new york ',` new york city '
264,hi-life restaurant and lounge,212/249 -3600,american,648,thailand restaurant,212-349-3132,thai,1340 1st ave at 72nd st,106 bayard st,` new york ',` new york city '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,648,thailand restaurant,212-349-3132,thai,25 w 40th st between 5th and 6th aves,106 bayard st,` new york ',` new york city '
644,szechuan hunan cottage,212-535-5223,chinese,650,westside cottage,212-245-0800,chinese,1588 york ave,689 ninth ave,` new york city ',` new york city '
361,the savannah,212/496 -1066,american,651,windows on the world,212-524-7000,eclectic,2420 broadway at 89th st,107th fl,` new york ',` new york city '
360,the coffee pot,212/265 -3566,` coffee bar ',651,windows on the world,212-524-7000,eclectic,350 9th ave at 49th st,107th fl,` new york ',` new york city '
61,sign of the dove,212/861 -8080,american,651,windows on the world,212-524-7000,eclectic,1110 3rd ave at 65th st,107th fl,` new york ',` new york city '
63,tavern on the green,212/873 -3200,american,651,windows on the world,212-524-7000,eclectic,in central park at 67th st,107th fl,` new york ',` new york city '
364,tribeca grill,212/941 -3900,american,652,wollensky grill,212-753-0444,steakhouses,375 greenwich st near franklin st,205 e 49th st,` new york ',` new york city '
345,sea grill,212/332 -7610,seafood,652,wollensky grill,212-753-0444,steakhouses,19 w 49th st,205 e 49th st,` new york ',` new york city '
277,judson grill,212/582 -5252,american,652,wollensky grill,212-753-0444,steakhouses,152 w 52nd st,205 e 49th st,` new york ',` new york city '
269,inca grill,212/966 -3371,` latin american ',652,wollensky grill,212-753-0444,steakhouses,492 broome st near w broadway,205 e 49th st,` new york ',` new york city '
221,china grill,212/333 -7788,american,652,wollensky grill,212-753-0444,steakhouses,60 w 53rd st,205 e 49th st,` new york ',` new york city '
218,cendrillon asian grill & marimba bar,212/343 -9012,asian,652,wollensky grill,212-753-0444,steakhouses,45 mercer st between broome and grand sts,205 e 49th st,` new york ',` new york city '
198,bryant park grill roof restaurant and bp,212/840 -6500,american,652,wollensky grill,212-753-0444,steakhouses,25 w 40th st between 5th and 6th aves,205 e 49th st,` new york ',` new york city '
182,ambassador grill,212/702 -5014,american,652,wollensky grill,212-753-0444,steakhouses,1 united nations plaza at 44th st,205 e 49th st,` new york ',` new york city '
34,four seasons grill room,212/754 -9494,american,652,wollensky grill,212-753-0444,steakhouses,99 e 52nd st,205 e 49th st,` new york ',` new york city '
35,gotham bar & grill,212/620 -4020,american,652,wollensky grill,212-753-0444,steakhouses,12 e 12th st,205 e 49th st,` new york ',` new york city '
47,mesa grill,212/807 -7400,american,652,wollensky grill,212-753-0444,steakhouses,102 5th ave between 15th and 16th sts,205 e 49th st,` new york ',` new york city '
62,smith & wollensky,212/753 -1530,american,652,wollensky grill,212-753-0444,steakhouses,201 e 49th st,205 e 49th st,` new york ',` new york city '
