c,r,n,r2,m
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/925 -3120"",name: ""s.p.q.r"",cuisine: ""italian"",label: ""a339"",id: ""339""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1198"",id: ""1198"",value: ""' 133 mulberry st. between hester and grand sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/245 -9600"",name: ""` ruth \ 's chris '"",cuisine: ""american"",label: ""a338"",id: ""338""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1197"",id: ""1197"",value: ""' 148 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/753 -7407"",name: ""` rosa mexicano '"",cuisine: ""mexican"",label: ""a337"",id: ""337""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1196"",id: ""1196"",value: ""' 1063 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/674 -4140"",name: ""` roettelle a. g '"",cuisine: ""continental"",label: ""a336"",id: ""336""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1195"",id: ""1195"",value: ""' 126 e. 7th st. between 1st ave. and ave. a '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/627 -7172"",name: ""republic"",cuisine: ""asian"",label: ""a335"",id: ""335""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1194"",id: ""1194"",value: ""' 37a union sq. w between 16th and 17th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/734 -4893"",name: ""` red tulip '"",cuisine: ""` eastern european '"",label: ""a334"",id: ""334""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1193"",id: ""1193"",value: ""' 439 e. 75th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/501 -0776"",name: ""rain"",cuisine: ""asian"",id: ""333"",label: ""a333""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1192"",id: ""1192"",value: ""' 100 w. 82nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/935 -2888"",name: ""` post house '"",cuisine: ""american"",label: ""a332"",id: ""332""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1191"",id: ""1191"",value: ""'28 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/595 -8555"",name: ""` popover cafe '"",cuisine: ""american"",label: ""a331"",id: ""331""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1190"",id: ""1190"",value: ""' 551 amsterdam ave. between 86th and 87th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 956-3055 '"",name: ""pomaire"",cuisine: ""` latin american '"",id: ""330"",label: ""a330""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1189"",id: ""1189"",value: ""' 371 w. 46th st. off 9th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/333 -7827"",name: ""` planet hollywood '"",cuisine: ""american"",label: ""a329"",id: ""329""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1188"",id: ""1188"",value: ""' 140 w. 57th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/535 -1100"",name: ""persepolis"",cuisine: ""` middle eastern '"",label: ""a328"",id: ""328""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1187"",id: ""1187"",value: ""' 1423 2nd ave. between 74th and 75th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/274 -8883"",name: ""` penang soho '"",cuisine: ""asian"",label: ""a327"",id: ""327""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1186"",id: ""1186"",value: ""' 109 spring st. between greene and mercer sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/682 -8660"",name: ""` pen & pencil '"",cuisine: ""american"",label: ""a326"",id: ""326""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1185"",id: ""1185"",value: ""' 205 e. 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/872 -4895"",name: ""` peacock alley '"",cuisine: ""french"",label: ""a325"",id: ""325""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1184"",id: ""1184"",value: ""' 301 park ave. between 49th and 50th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/777 -6211"",name: ""patria"",cuisine: ""` latin american '"",label: ""a324"",id: ""324""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1183"",id: ""1183"",value: ""' 250 park ave. s at 20th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/288 -2391"",name: ""` parioli romanissimo '"",cuisine: ""italian"",label: ""a323"",id: ""323""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1182"",id: ""1182"",value: ""'24 e. 81st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1181"",id: ""1181"",value: ""' 1065 1st ave. at 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/644 -9258"",name: ""pamir"",cuisine: ""` middle eastern '"",id: ""322"",label: ""a322""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1181"",id: ""1181"",value: ""' 1065 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1181"",id: ""1181"",value: ""' 1065 1st ave. at 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1180"",id: ""1180"",value: ""' 151 w. 51st . st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/245 -4850"",name: ""palio"",cuisine: ""italian"",id: ""321"",label: ""a321""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1180"",id: ""1180"",value: ""' 151 w. 51st . st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1180"",id: ""1180"",value: ""' 151 w. 51st . st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1179"",id: ""1179"",value: ""' 138 lafayette st. between canal and howard sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/941 -4168"",name: ""pacifica"",cuisine: ""asian"",label: ""a320"",id: ""320""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1179"",id: ""1179"",value: ""' 138 lafayette st. between canal and howard sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1179"",id: ""1179"",value: ""' 138 lafayette st. between canal and howard sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1178"",id: ""1178"",value: ""'68 e. 56th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/223 -7575"",name: ""otabe"",cuisine: ""asian"",id: ""319"",label: ""a319""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1178"",id: ""1178"",value: ""'68 e. 56th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1178"",id: ""1178"",value: ""'68 e. 56th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1177"",id: ""1177"",value: ""' 142 w. 44th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/944 -3643"",name: ""` osteria al droge '"",cuisine: ""italian"",label: ""a318"",id: ""318""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1177"",id: ""1177"",value: ""' 142 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1177"",id: ""1177"",value: ""' 142 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1176"",id: ""1176"",value: ""' 322 w. 46th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/489 -7212"",name: ""orso"",cuisine: ""italian"",id: ""317"",label: ""a317""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1176"",id: ""1176"",value: ""' 322 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1176"",id: ""1176"",value: ""' 322 w. 46th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1175"",id: ""1175"",value: ""' 145 w. broadway at thomas st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/233 -0507"",name: ""odeon"",cuisine: ""american"",id: ""316"",label: ""a316""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1175"",id: ""1175"",value: ""' 145 w. broadway at thomas st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1175"",id: ""1175"",value: ""' 145 w. broadway at thomas st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1174"",id: ""1174"",value: ""' 2 w. 19th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/255 -3996"",name: ""newsbar"",cuisine: ""` coffee bar '"",label: ""a315"",id: ""315""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1174"",id: ""1174"",value: ""' 2 w. 19th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1174"",id: ""1174"",value: ""' 2 w. 19th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1173"",id: ""1173"",value: ""'28 1/2 bowery at bayard st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/349 -0923"",name: ""` new york noodletown '"",cuisine: ""asian"",label: ""a314"",id: ""314""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1173"",id: ""1173"",value: ""'28 1/2 bowery at bayard st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1173"",id: ""1173"",value: ""'28 1/2 bowery at bayard st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1172"",id: ""1172"",value: ""'32 w. 32nd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 947-8482 '"",name: ""` new york kom tang soot bul house '"",cuisine: ""asian"",id: ""313"",label: ""a313""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1172"",id: ""1172"",value: ""'32 w. 32nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1172"",id: ""1172"",value: ""'32 w. 32nd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1171"",id: ""1171"",value: ""' 104 w. 57th st. near 6th ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/581 -8030"",name: ""` motown cafe '"",cuisine: ""american"",label: ""a312"",id: ""312""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1171"",id: ""1171"",value: ""' 104 w. 57th st. near 6th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1171"",id: ""1171"",value: ""' 104 w. 57th st. near 6th ave. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1170"",id: ""1170"",value: ""' 551 5th ave. at 45th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/972 -3315"",name: ""` morton \ 's '"",cuisine: ""american"",label: ""a311"",id: ""311""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1170"",id: ""1170"",value: ""' 551 5th ave. at 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1170"",id: ""1170"",value: ""' 551 5th ave. at 45th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1169"",id: ""1169"",value: ""' 1134 1st ave. between 62nd and 63rd sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/421 -4433"",name: ""montien"",cuisine: ""asian"",label: ""a310"",id: ""310""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1169"",id: ""1169"",value: ""' 1134 1st ave. between 62nd and 63rd sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1169"",id: ""1169"",value: ""' 1134 1st ave. between 62nd and 63rd sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1168"",id: ""1168"",value: ""'60 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/838 -2600"",name: ""` monkey bar '"",cuisine: ""american"",label: ""a309"",id: ""309""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1168"",id: ""1168"",value: ""'60 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1168"",id: ""1168"",value: ""'60 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1167"",id: ""1167"",value: ""' 120 w. 23rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/807 -1801"",name: ""` milan cafe and coffee bar '"",cuisine: ""` coffee bar '"",id: ""308"",label: ""a308""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1167"",id: ""1167"",value: ""' 120 w. 23rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1167"",id: ""1167"",value: ""' 120 w. 23rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1166"",id: ""1166"",value: ""'46 e. 29th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/679 -5535"",name: ""` mavalli palace '"",cuisine: ""asian"",label: ""a307"",id: ""307""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f1166"",id: ""1166"",value: ""'46 e. 29th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
