r1,a1,c,a2,r2
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1007"",id: ""1007"",value: ""' 201 moreno dr. '""})","(:Restaurant {phone: ""310/552 -2394"",name: ""` jimmy \ 's '"",cuisine: ""continental"",label: ""a145"",id: ""145""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1006"",id: ""1006"",value: ""' 439 n. beverly drive '""})","(:Restaurant {phone: ""310/273 -5578"",name: ""` jackson \ 's farm '"",cuisine: ""californian"",label: ""a144"",id: ""144""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1005"",id: ""1005"",value: ""' 10668 w. pico blvd. '""})","(:Restaurant {phone: ""310/837 -6662"",name: ""` jack sprat \ 's grill '"",cuisine: ""` health food '"",label: ""a143"",id: ""143""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1004"",id: ""1004"",value: ""' 301 n. beverly dr. '""})","(:Restaurant {phone: ""310/550 -8330"",name: ""` il fornaio cucina italiana '"",cuisine: ""italian"",id: ""142"",label: ""a142""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1003"",id: ""1003"",value: ""' 2020 ave. of the stars '""})","(:Restaurant {phone: ""310/277 -2333"",name: ""` harry \ 's bar & american grill '"",cuisine: ""italian"",id: ""141"",label: ""a141""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1002"",id: ""1002"",value: ""' 8600 beverly blvd. '""})","(:Restaurant {phone: ""310/276 -7605"",name: ""` hard rock cafe '"",cuisine: ""american"",label: ""a140"",id: ""140""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f999"",id: ""999"",value: ""' 1121 s. western ave. '""})","(:Restaurant {phone: ""213/734 -2773"",name: ""` el cholo '"",cuisine: ""mexican"",label: ""a137"",id: ""137""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f998"",id: ""998"",value: ""' 134 n. la cienega '""})","(:Restaurant {phone: ""310/659 -1952"",name: ""` ed debevic \ 's '"",cuisine: ""american"",label: ""a136"",id: ""136""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f997"",id: ""997"",value: ""' 8800 melrose ave. '""})","(:Restaurant {phone: ""310/724 -5959"",name: ""eclipse"",cuisine: ""californian"",label: ""a135"",id: ""135""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f996"",id: ""996"",value: ""' 930 hilgard ave. '""})","(:Restaurant {phone: ""310/208 -8765"",name: ""` dynasty room '"",cuisine: ""continental"",label: ""a134"",id: ""134""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f995"",id: ""995"",value: ""' 730 n. la cienega blvd. '""})","(:Restaurant {phone: ""310/358 -8585"",name: ""` drai \ 's '"",cuisine: ""french"",label: ""a133"",id: ""133""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f993"",id: ""993"",value: ""' 10250 santa monica blvd. '""})","(:Restaurant {phone: ""310/788 -"",name: ""dive !"",cuisine: ""` dive american '"",label: ""a131"",id: ""131""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f990"",id: ""990"",value: ""' 310 n. larchmont blvd. '""})","(:Restaurant {phone: ""213/467 -1052"",name: ""` chan dara '"",cuisine: ""asian"",label: ""a128"",id: ""128""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f989"",id: ""989"",value: ""' 656 n. virgil ave. '""})","(:Restaurant {phone: ""213/664 -7723"",name: ""` cha cha cha '"",cuisine: ""caribbean"",label: ""a127"",id: ""127""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f988"",id: ""988"",value: ""' 419 n. fairfax ave. '""})","(:Restaurant {phone: ""213/651 -2030 ."",name: ""` canter \ 's '"",cuisine: ""american"",id: ""125"",label: ""a125""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f987"",id: ""987"",value: ""' 207 s. beverly dr. '""})","(:Restaurant {phone: ""310/275 -1101"",name: ""` california pizza kitchen '"",cuisine: ""californian"",id: ""124"",label: ""a124""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f986"",id: ""986"",value: ""' 700 w. fifth st. '""})","(:Restaurant {phone: ""213/239 -6500"",name: ""` cafe pinot '"",cuisine: ""californian"",label: ""a123"",id: ""123""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f985"",id: ""985"",value: ""' 4100 cahuenga blvd. '""})","(:Restaurant {phone: ""818/985 -4669"",name: ""` ca \ ` del sol '"",cuisine: ""italian"",label: ""a122"",id: ""122""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f984"",id: ""984"",value: ""' 346 s. la brea ave. '""})","(:Restaurant {phone: ""213/938 -2863"",name: ""` ca \ ` brea '"",cuisine: ""italian"",label: ""a121"",id: ""121""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f982"",id: ""982"",value: ""' 4th st. '""})","(:Restaurant {phone: ""310/451 -1655"",name: ""` border grill '"",cuisine: ""mexican"",label: ""a119"",id: ""119""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f981"",id: ""981"",value: ""' 176 n. canon dr. '""})","(:Restaurant {phone: ""310/550 -3900"",name: ""` bistro garden '"",cuisine: ""californian"",label: ""a118"",id: ""118""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f978"",id: ""978"",value: ""' 2930 beverly glen circle '""})","(:Restaurant {phone: ""310/475 -9807"",name: ""` adriano \ 's ristorante '"",cuisine: ""italian"",label: ""a115"",id: ""115""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f886"",id: ""886"",value: ""'67 n. raymond ave. '""})","(:Restaurant {phone: ""818-585-0855"",name: ""` yujean kang \ 's '"",cuisine: ""chinese"",label: ""a773"",id: ""773""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f886"",id: ""886"",value: ""'67 n. raymond ave. '""})","(:Restaurant {phone: ""818/585 -0855"",name: ""` yujean kang \ 's gourmet chinese cuisine '"",cuisine: ""asian"",id: ""22"",label: ""a22""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f884"",id: ""884"",value: ""' 1114 horn ave. '""})","(:Restaurant {phone: ""310/652 -4025"",name: ""spago"",cuisine: ""californian"",id: ""20"",label: ""a20""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f883"",id: ""883"",value: ""' 617 s. olive st. '""})","(:Restaurant {phone: ""213-627-2300"",name: ""` rex il ristorante '"",cuisine: ""` nuova cucina italian '"",label: ""a770"",id: ""770""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f883"",id: ""883"",value: ""' 617 s. olive st. '""})","(:Restaurant {phone: ""213/627 -2300"",name: ""` rex il ristorante '"",cuisine: ""italian"",label: ""a19"",id: ""19""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f882"",id: ""882"",value: ""' 12969 ventura blvd. '""})","(:Restaurant {phone: ""818-990-0500"",name: ""` pinot bistro '"",cuisine: ""` french bistro '"",label: ""a769"",id: ""769""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f882"",id: ""882"",value: ""' 12969 ventura blvd. '""})","(:Restaurant {phone: ""818/990 -0500"",name: ""` pinot bistro '"",cuisine: ""french"",label: ""a18"",id: ""18""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f881"",id: ""881"",value: ""' 1001 n. alameda st. '""})","(:Restaurant {phone: ""213-628-3781"",name: ""` philippe the original '"",cuisine: ""cafeterias"",label: ""a768"",id: ""768""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f881"",id: ""881"",value: ""' 1001 n. alameda st. '""})","(:Restaurant {phone: ""213/628 -3781"",name: ""` philippe \ 's the original '"",cuisine: ""american"",id: ""17"",label: ""a17""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f880"",id: ""880"",value: ""' 5955 melrose ave. '""})","(:Restaurant {phone: ""213-467-1108"",name: ""patina"",cuisine: ""californian"",label: ""a767"",id: ""767""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f880"",id: ""880"",value: ""' 5955 melrose ave. '""})","(:Restaurant {phone: ""213/467 -1108"",name: ""patina"",cuisine: ""californian"",label: ""a16"",id: ""16""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f879"",id: ""879"",value: ""' 9001 santa monica blvd. '""})","(:Restaurant {phone: ""310-550-8811"",name: ""` palm the ( los angeles ) '"",cuisine: ""steakhouses"",id: ""766"",label: ""a766""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f879"",id: ""879"",value: ""' 9001 santa monica blvd. '""})","(:Restaurant {phone: ""310/550 -8811"",name: ""` the palm '"",cuisine: ""american"",label: ""a15"",id: ""15""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""213/651 -0346"",name: ""sofi"",cuisine: ""mediterranean"",id: ""166"",label: ""a166""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""213/658 -8898"",name: ""cava"",cuisine: ""mediterranean"",id: ""126"",label: ""a126""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f877"",id: ""877"",value: ""' 3rd st. '""})","(:Restaurant {phone: ""310/274 -1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a13"",id: ""13""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f876"",id: ""876"",value: ""' 8284 melrose ave. '""})","(:Restaurant {phone: ""213-655-8880"",name: ""` le chardonnay ( los angeles ) '"",cuisine: ""` french bistro '"",id: ""763"",label: ""a763""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f876"",id: ""876"",value: ""' 8284 melrose ave. '""})","(:Restaurant {phone: ""213/655 -8880"",name: ""` le chardonnay '"",cuisine: ""french"",label: ""a12"",id: ""12""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f875"",id: ""875"",value: ""' 903 n. la cienega blvd. '""})","(:Restaurant {phone: ""310-652-9770"",name: ""` l \ ` orangerie '"",cuisine: ""` french ( classic ) '"",label: ""a762"",id: ""762""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f875"",id: ""875"",value: ""' 903 n. la cienega blvd. '""})","(:Restaurant {phone: ""310/652 -9770"",name: ""` l \ ` orangerie '"",cuisine: ""french"",label: ""a11"",id: ""11""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f874"",id: ""874"",value: ""' 1972 n. hillhurst ave. '""})","(:Restaurant {phone: ""213/665 -1891"",name: ""` restaurant katsu '"",cuisine: ""asian"",label: ""a10"",id: ""10""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f873"",id: ""873"",value: ""' 9560 dayton way '""})","(:Restaurant {phone: ""310-276-0615"",name: ""` grill the '"",cuisine: ""` american ( traditional ) '"",label: ""a760"",id: ""760""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f873"",id: ""873"",value: ""' 9560 dayton way '""})","(:Restaurant {phone: ""310/276 -0615"",name: ""` grill on the alley '"",cuisine: ""american"",label: ""a9"",id: ""9""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f870"",id: ""870"",value: ""' 6703 melrose ave. '""})","(:Restaurant {phone: ""213-857-0034"",name: ""citrus"",cuisine: ""californian"",label: ""a757"",id: ""757""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f870"",id: ""870"",value: ""' 6703 melrose ave. '""})","(:Restaurant {phone: ""213/857 -0034"",name: ""citrus"",cuisine: ""californian"",label: ""a6"",id: ""6""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f868"",id: ""868"",value: ""' 624 s. la brea ave. '""})","(:Restaurant {phone: ""213-938-1447"",name: ""campanile"",cuisine: ""californian"",label: ""a755"",id: ""755""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f868"",id: ""868"",value: ""' 624 s. la brea ave. '""})","(:Restaurant {phone: ""213/938 -1447"",name: ""campanile"",cuisine: ""american"",label: ""a4"",id: ""4""})"
"(:Restaurant {phone: ""310/275 -5200"",name: ""` dining room '"",cuisine: ""californian"",label: ""a130"",id: ""130""})","(:Address {label: ""f992"",id: ""992"",value: ""' 9500 wilshire blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f864"",id: ""864"",value: ""' 435 s. la cienega blv . '""})","(:Restaurant {phone: ""310/246 -1501"",name: ""` arnie morton \ 's of chicago '"",cuisine: ""american"",id: ""0"",label: ""a0""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1022"",id: ""1022"",value: ""' 362 n. camden dr. '""})","(:Restaurant {phone: ""310/277 -7346"",name: ""prego"",cuisine: ""italian"",id: ""160"",label: ""a160""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1598"",id: ""1598"",value: ""' 8638 w. third st. '""})","(:Restaurant {phone: ""310-274-1893"",name: ""` locanda veneta '"",cuisine: ""italian"",label: ""a764"",id: ""764""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1595"",id: ""1595"",value: ""' 435 s. la cienega blvd. '""})","(:Restaurant {phone: ""310-246-1501"",name: ""` arnie morton \ 's of chicago '"",cuisine: ""steakhouses"",id: ""751"",label: ""a751""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1448"",id: ""1448"",value: ""' 544 s. grand ave. '""})","(:Restaurant {phone: ""213-891-0900"",name: ""` water grill '"",cuisine: ""seafood"",label: ""a599"",id: ""599""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1436"",id: ""1436"",value: ""' 923 e. third st. '""})","(:Restaurant {phone: ""213-687-7178"",name: ""r-23"",cuisine: ""japanese"",id: ""587"",label: ""a587""})"
"(:Restaurant {phone: ""818/356 -0959"",name: ""` clearwater cafe '"",cuisine: ""` health food '"",label: ""a129"",id: ""129""})","(:Address {label: ""f991"",id: ""991"",value: ""' 168 w. colorado blvd. '""})","(:City {label: ""v1663"",id: ""1663"",value: ""` los angeles '""})","(:Address {label: ""f1388"",id: ""1388"",value: ""' 515 s. olive st. '""})","(:Restaurant {phone: ""213-612-1580"",name: ""` bernard \ 's '"",cuisine: ""continental"",label: ""a538"",id: ""538""})"
